0.9997403,1.00030009,1.000040312
0.999273,1.001101211,1.000373411
0.9960615,1.003713741,0.999760614
1.001950696,0.998203234,1.000150425
1.0173497,0.985610093,1.002710132
1.01806965,0.983293838,1.001061613
1.040582405,0.963483958,1.002584454
1.0392732,0.963020031,1.000840909
1.0451613,0.95685539,1.000068224
1.0504351,0.952653139,1.000700295
1.03764276,0.963391137,0.999655838
1.0432059,0.958781963,1.000207001
1.0327601,0.968429208,1.000155046
1.02353692,0.977431116,1.000436834
1.02666055,0.974373965,1.000351311
1.03335848,0.967679505,0.999959822
1.02154015,0.979144228,1.000235141
1.02653127,0.974279034,1.000127894
1.022892,0.978186442,1.000579086
1.03006245,0.970873786,1.000060631
1.0394644,0.962473171,1.000456597
1.047452463,0.954745083,1.000050089
1.0435786,0.959877136,1.001707237
1.04123248,0.961261175,1.000896357
1.048163799,0.953834414,0.999774703
1.0573056,0.945626478,0.99981617
1.0529364,0.949586455,0.999854144
1.04521625,0.957212597,1.000494161
1.02369981,0.975619274,0.998741266
1.0206417,0.979537462,0.999756781
1.0341287,0.96749226,1.000511513
1.03187493,0.968992248,0.999878808
1.02671934,0.973425484,0.999434771
1.00913364,0.992555831,1.001621479
1.00389051,0.996015936,0.999890946
1.0104021,0.992260369,1.002581961
1.008827925,0.991473329,1.000225982
0.99591558,1.004924128,1.000819596
0.99907898,1.00040016,0.999478772
0.9979085,1.00040016,0.998307823
1.00866563,0.991473329,1.00006507
1.00088835,0.999110791,0.999998351
0.99337658,1.006846557,1.000177789
0.99690043,1.003009027,0.99990013
0.9965865,1.00391527,1.000488405
1.00980495,0.990393186,1.000103942
1.0018395,0.998701688,1.0005388
0.99572414,1.004924128,1.000627213
0.987772,1.012453174,1.000072897
0.989602,1.011429149,1.000912309
0.982853869,1.015537727,0.998125184
0.99097765,1.009693053,1.000583249
0.988787215,1.011633789,1.000290556
0.98045962,1.021659174,1.001695566
0.9841744,1.015434606,0.999364744
0.9840636,1.016983627,1.000776569
0.9921539,1.008369467,1.000457699
0.98973485,1.010203051,0.999833165
0.9953496,1.005227181,1.000552473
1.001815535,0.998103603,0.999915695
0.9999237,0.999310476,0.999234228
1.00681749,0.992555831,0.999322571
1.005335955,0.9948269,1.000135252
1.002453025,0.997804829,1.00025247
1.02983296,0.971439674,1.000420595
1.03257791,0.966930961,0.998431551
1.04054105,0.961261175,1.000231712
1.03990095,0.961815908,1.000193277
1.04428657,0.957487553,0.999891392
1.04020686,0.961353586,1.000006595
1.03634205,0.965064659,1.000137087
1.03839259,0.962287936,0.999232662
1.03828495,0.963112781,0.999985505
1.0387693,0.963483958,1.000837557
1.0376384,0.963855422,1.000133398
1.02473924,0.975428945,0.999560316
1.02044668,0.978856695,0.998871065
1.02644028,0.974373965,1.000136685
1.04758913,0.954745083,1.000180571
1.04691975,0.95456281,0.999350659
1.04916075,0.953470633,1.000343965
1.0567282,0.946073794,0.999742857
1.0601822,0.944554642,1.001400019
1.05261984,0.949496292,0.999458635
1.05813075,0.944911651,0.999840074
1.0662234,0.937998312,1.000115749
1.06573145,0.938438438,1.000123358
1.06113632,0.941176471,0.998716536
1.0727726,0.935366196,1.003435226
1.0656756,0.937822376,0.999414424
1.06310799,0.94126506,1.000666406
1.05759165,0.945447669,0.999897561
1.06228366,0.942338318,1.001030598
1.05802206,0.945000945,0.999831847
1.0557624,0.947149081,0.999964387
1.0621442,0.942418245,1.000984073
1.06044114,0.943040362,1.000038797
1.0557276,0.947149081,0.999931426
1.04726895,0.953470633,0.998540189
1.05128012,0.951393316,1.000180879
1.0657638,0.938711525,1.000444762
1.06351845,0.940114694,0.999829322
1.0625826,0.94126506,1.000171875
1.06243029,0.941530929,1.000310978
1.06618096,0.937822376,0.999888362
1.0783633,0.928418903,1.001172872
