,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-0.015688824,-0.004858409,-0.0021438191,-0.01642232,0.019488927,-0.01685479,-0.005696439,-0.009907177,0.010110902,-0.009956771,0.0042272583,0.018178849,-0.028199976,0.00015076349,0.0029554302,-0.017800637,0.0042160237,0.024693783,0.006527828,-0.06062845,-0.0018115808,0.004162914,-0.0003112818,-0.023127818,0.00094746257
1,-0.011780296,0.003988013,0.007248218,-0.0045601595,0.0003076301,-0.005802317,0.026510844,0.009517138,-0.009877041,-0.0023758241,-0.0120204,-0.022499619,-0.0029300088,0.0040294398,0.0027926494,0.0013937266,-0.013452046,0.014983057,-0.004800443,-0.053914834,-0.008087558,0.009639046,0.0093970345,-0.0015032326,0.015282588
2,0.004424603,0.0064682886,0.0015487829,0.006914346,-0.010862971,-0.0050545833,-0.00033700714,0.007700763,-0.004875207,0.0026266694,-0.0058783805,0.0033724764,0.021435445,-0.0055047884,0.002380997,0.014078262,-0.0064349947,-0.007644992,-0.004658551,0.015352784,-0.0018487083,0.0031321547,0.0030296233,0.011692781,0.00464612
3,0.012807618,-0.016779153,-0.008518385,-0.008530423,0.0015900133,0.00050332886,-0.013887097,-0.014568744,0.01320888,-0.0062126024,0.016383085,0.016191933,-0.002436956,0.006426258,-0.0034174132,-0.0033584163,0.015655998,-0.008684362,0.0071600666,0.02034529,0.014490312,-0.01295238,-0.0046850005,-0.0017193416,-0.015941137
4,-0.0037093528,-0.006011472,0.003980524,0.0009411338,0.0063472753,0.049433287,0.024861844,-0.00059580285,-0.0044997977,0.019988349,0.0037047889,-0.036890615,-0.021013636,0.01606208,0.0088928705,-0.007904643,0.0034777788,-0.013239429,-0.013380515,0.016099324,0.0014378093,-0.0049096956,0.004347582,-0.0015850336,0.0023862822
5,-0.0052333293,0.0019527297,0.0061667976,0.004978706,0.0013268406,0.020762173,0.013238021,-5.204245e-05,-0.015169312,-0.0011450187,-0.0019276823,-0.038746305,-0.02581722,0.0054907957,-0.012879575,-0.011516915,0.0013977301,-0.0043823626,0.0028257177,0.006281342,-0.0048300168,-0.0034098339,-0.008633812,-0.0027795031,-0.00025437828
6,0.001915325,-0.009836381,-0.0048896177,-0.012193465,0.0077638268,0.05665319,0.016802553,-0.003481521,0.013213677,0.0034781767,0.005280085,-0.041825633,-0.015590445,0.022179604,0.019703334,-0.002167706,0.004157957,-0.022845905,-0.010062401,-0.026817923,0.009190881,-0.005454984,0.008809207,-0.0066037914,0.0037209832
7,0.0038176444,-0.0210193,-0.0058671534,-0.018457016,0.0060472502,-0.0017450212,0.0025649054,-0.012294528,0.0119961295,-0.012762191,0.013177609,-0.00095689285,-0.0125119025,0.013529671,-0.0015185536,-0.0063382383,0.009896641,0.004646977,0.0077161696,-0.03157679,0.012209258,-0.009164292,0.00072100223,-0.009417883,-0.008172023
8,-0.0047648386,-0.004867961,0.002158824,-0.0039444314,0.001842364,-0.034610994,-0.008902792,-0.008348813,-0.008431135,-0.018984776,0.0044059874,0.007796317,-0.019482156,-0.006173145,-0.023342073,-0.013241317,0.0054635517,0.01877093,0.017540753,-0.011380073,-0.002276799,-0.002789949,-0.014532728,-0.007769721,-0.008544579
9,0.0055691535,-0.00024664405,-0.009543111,-0.007824457,0.0029421756,-0.016016925,-0.021981534,-0.0059344238,0.014281495,-0.017979082,0.003934909,0.018583205,0.0060194475,-0.0024597608,-0.0019326678,0.0009794675,0.0040432652,-0.0013599277,0.0109413685,-0.021644773,0.0068004886,-0.0019628757,-0.002507894,-0.0057273842,-0.0063190665
