0.9972,1.00499,0.9955,0.9997
0.9997,1.0025,0.9905,0.9989
0.9991,1.0086,0.9947,0.9963
0.9964,1.0044,0.995,1.0018
1.0079,1.0154,1.0061,1.0146
1.0147,1.0217,1.0138,1.01699
1.0167,1.04109,1.0167,1.0379
1.0377,1.0406,1.0329,1.0384
1.0383,1.0465,1.034,1.04509
1.04709,1.0537,1.0375,1.0497
1.0494,1.0499,1.03709,1.038
1.0382,1.0445,1.03519,1.04299
1.0427,1.04509,1.0317,1.0326
1.0326,1.0409,1.0225,1.02309
1.0214,1.0279,1.02089,1.0263
1.0263,1.0358,1.0163,1.0334
1.0281,1.0319,1.0213,1.0213
1.02099,1.0298,1.02099,1.0264
1.0265,1.0339,1.0223,1.0223
1.0267,1.0318,1.0242,1.03
1.0305,1.0397,1.03,1.03899
1.0388,1.0479,1.0373,1.0474
1.0475,1.0485,1.04119,1.0418
1.0417,1.04309,1.0335,1.0403
1.0402,1.05139,1.0395,1.0484
1.0484,1.0579,1.0462,1.0575
1.0579,1.0608,1.052,1.05309
1.0527,1.05719,1.0421,1.0447
1.0448,1.0469,1.0248,1.02499
1.0247,1.0293,1.0195,1.02089
1.0207,1.03509,1.0205,1.0336
1.0326,1.0344,1.0274,1.032
1.0317,1.0382,1.0256,1.0273
1.0274,1.0294,1.0057,1.0075
1.0076,1.0125,1.0023,1.004
1.0042,1.0107,1.00279,1.0078
1.0078,1.0115,1.0032,1.0086
1.00899,1.0094,0.9925,0.9951
0.9955,1.0002,0.9947,0.9996
0.9993,1.0025,0.9945,0.9996
0.9996,1.0092,0.998,1.0086
1.0082,1.0091,0.9995,1.00089
1.00099,1.0021,0.9932,0.9932
0.9977,1.0023,0.9964,0.997
0.9946,0.9989,0.9945,0.9961
0.9959,1.0123,0.9954,1.0097
1.0096,1.0122,1.0001,1.0013
1.0011,1.0019,0.9928,0.9951
0.9952,0.9961,0.9874,0.9877
0.9867,0.99,0.9862,0.9887
0.9872,0.9874,0.9813,0.9847
0.985,0.9912,0.9837,0.9904
0.9905,0.991,0.9815,0.9885
0.9881,0.9894,0.9788,0.9788
0.979,0.9852,0.9779,0.9848
0.9848,0.9877,0.9831,0.9833
0.9834,0.9927,0.9832,0.9917
0.9918,0.9976,0.9885,0.9899
0.9899,1.0104,0.9765,0.9948
0.9986,1.0053,0.9897,1.0019
1.0022,1.00489,0.9984,1.00069
1.0006,1.0099,0.9987,1.0075
1.0078,1.0091,1.0037,1.0052
1.0055,1.0099,1.00099,1.0022
1.0256,1.0308,1.0248,1.0294
1.0298,1.0368,1.0227,1.0342
1.0348,1.0458,1.0342,1.0403
1.0403,1.04109,1.0337,1.0397
1.0396,1.0497,1.0386,1.0444
1.0424,1.0475,1.03919,1.0402
1.0403,1.0427,1.0347,1.0362
1.0366,1.0441,1.0353,1.03919
1.0394,1.0495,1.036,1.0383
1.0381,1.0414,1.0293,1.0379
1.0383,1.0399,1.034,1.0375
1.03719,1.03909,1.0244,1.02519
1.0259,1.0293,1.0177,1.0216
1.0217,1.0274,1.0212,1.0263
1.0258,1.0475,1.0218,1.0474
1.0656,1.0679,1.0445,1.0476
1.0466,1.05939,1.0466,1.0488
1.0489,1.06119,1.0486,1.057
1.05729,1.064,1.0549,1.0587
1.0585,1.0627,1.05119,1.05319
1.0536,1.05939,1.0522,1.0583
1.0582,1.0676,1.0579,1.0661
1.0665,1.067,1.0617,1.0656
1.0658,1.066,1.0586,1.0625
1.0627,1.0705,1.05339,1.0691
1.0688,1.0701,1.0637,1.0663
1.066,1.0663,1.0615,1.0624
1.0625,1.06519,1.0567,1.0577
1.0579,1.0638,1.05529,1.06119
1.0616,1.06349,1.0581,1.0582
1.0586,1.0588,1.05339,1.0558
1.0557,1.0623,1.0557,1.0611
1.0609,1.0638,1.05919,1.0604
1.0602,1.0617,1.05519,1.0558
1.0557,1.05719,1.0419,1.0488
1.0486,1.0522,1.0481,1.05109
1.05109,1.06749,1.05109,1.06529
1.065,1.0656,1.0604,1.0637
1.06339,1.0681,1.0581,1.0624
1.0623,1.0646,1.0608,1.0621
1.062,1.0685,1.0587,1.0663
1.0657,1.07949,1.0657,1.0771
1.0772,1.0857,1.0748,1.07929
1.0791,1.0804,1.0749,1.07739
1.0828,1.08949,1.0818,1.0866
1.0905,1.09549,1.0899,1.092
1.0922,1.1044,1.08759,1.10179
1.1021,1.10359,1.0908,1.094
1.0944,1.1,1.091,1.09969
1.0993,1.1009,1.0926,1.0966
1.0965,1.10379,1.0944,1.0954
1.0962,1.1019,1.0944,1.1002
1.1005,1.1093,1.0982,1.107
1.1069,1.10969,1.1025,1.103
1.1029,1.1091,1.1003,1.1074
1.107,1.1123,1.1051,1.11159
1.1124,1.12979,1.1105,1.1286
1.1322,1.1436,1.1229,1.1332
1.1337,1.1355,1.1248,1.1283
1.1268,1.1388,1.1255,1.1346
1.1343,1.13799,1.13199,1.13389
1.133,1.1343,1.1244,1.1247
1.1249,1.1327,1.1187,1.1305
1.1317,1.13599,1.1281,1.1332
1.133,1.1473,1.1325,1.1462
1.1512,1.1525,1.14799,1.15189
1.1493,1.1613,1.1485,1.1598
1.1594,1.167,1.1544,1.1587
1.1573,1.159,1.1509,1.1576
1.1625,1.1637,1.14009,1.1426
1.1422,1.143,1.1309,1.1309
1.1302,1.1694,1.1275,1.1672
1.1675,1.1696,1.1514,1.1591
1.1623,1.1747,1.1548,1.1725
1.1729,1.1735,1.159,1.1672
1.1674,1.1733,1.1614,1.1625
1.1629,1.1659,1.1556,1.1634
1.1635,1.17029,1.1589,1.1593
1.1592,1.16399,1.1487,1.149
1.1486,1.15819,1.1422,1.1545
1.1535,1.1637,1.1516,1.1568
1.1567,1.1568,1.13989,1.1415
1.1416,1.1477,1.13799,1.13999
1.139,1.1403,1.1323,1.1343
1.13399,1.1573,1.1334,1.1566
1.15819,1.16629,1.1531,1.157
1.1572,1.1618,1.1563,1.1613
1.1609,1.1627,1.1523,1.1583
1.1585,1.1709,1.1585,1.1666
1.1667,1.17209,1.1414,1.15419
1.1534,1.1651,1.1505,1.1573
1.15819,1.1684,1.15819,1.1684
1.1675,1.1691,1.1566,1.16219
1.1638,1.1795,1.1633,1.1779
1.1777,1.1832,1.1755,1.1798
1.18,1.1861,1.1768,1.1777
1.1774,1.1775,1.1679,1.1735
1.1738,1.1745,1.1668,1.1731
1.1734,1.1745,1.1651,1.1652
1.1654,1.1689,1.1584,1.1689
1.1686,1.17219,1.1651,1.1652
1.1658,1.167,1.1529,1.1544
1.1544,1.16799,1.1497,1.1635
1.1638,1.17,1.1631,1.1693
1.1698,1.1733,1.1654,1.1696
1.17009,1.1757,1.16819,1.1692
1.1693,1.1738,1.1675,1.17009
1.1698,1.17029,1.1625,1.163
1.1618,1.1618,1.15399,1.1593
1.159,1.16219,1.1554,1.1566
1.1568,1.1574,1.1456,1.147
1.1464,1.1477,1.1349,1.13589
1.1361,1.1458,1.1348,1.1396
1.13999,1.1544,1.1395,1.1527
1.1525,1.1565,1.1466,1.1476
1.1478,1.15419,1.14409,1.15419
1.15409,1.1556,1.1486,1.1498
1.15009,1.15209,1.1466,1.1483
1.1487,1.1487,1.13999,1.14199
1.1416,1.1449,1.1374,1.14409
1.1438,1.1466,1.13979,1.1427
1.1428,1.1535,1.14199,1.15219
1.15199,1.1583,1.15019,1.15599
1.1584,1.1654,1.1578,1.1607
1.1606,1.1627,1.1456,1.1463
1.14599,1.1493,1.1412,1.1417
1.14199,1.14999,1.1412,1.1485
1.1485,1.149,1.1412,1.1414
1.1371,1.1483,1.1371,1.1442
1.1444,1.1466,1.1396,1.14189
1.14179,1.14609,1.1393,1.1446
1.1443,1.1554,1.1442,1.1548
1.1544,1.1597,1.1504,1.1516
1.1514,1.1531,1.14589,1.1493
1.1492,1.1525,1.1483,1.1523
1.1523,1.1531,1.14989,1.1509
1.151,1.1524,1.1491,1.1508
1.1507,1.1554,1.1506,1.15389
1.15999,1.15999,1.15399,1.1557
1.1558,1.1687,1.1545,1.16809
1.1678,1.1719,1.1659,1.1704
1.17029,1.1727,1.1668,1.1698
1.1693,1.1693,1.1618,1.1652
1.1649,1.1672,1.1627,1.1652
1.1654,1.1713,1.1638,1.1694
1.1693,1.1714,1.16219,1.16399
1.1638,1.16599,1.1567,1.1589
1.1585,1.1587,1.147,1.1477
1.1477,1.1554,1.1473,1.1514
1.1515,1.1665,1.1513,1.1634
1.163,1.16819,1.1624,1.1644
1.1649,1.1691,1.1606,1.16609
1.1649,1.1668,1.1618,1.1652
1.1649,1.1654,1.1598,1.1633
1.1635,1.1637,1.1592,1.1598
1.1599,1.1645,1.1598,1.1629
1.163,1.1752,1.1628,1.1752
1.1754,1.1836,1.1736,1.1809
1.1811,1.1829,1.17819,1.18
1.18019,1.1981,1.1798,1.1956
1.1957,1.2011,1.1906,1.1999
1.1999,1.20249,1.1929,1.193
1.1921,1.1926,1.1874,1.19029
1.19029,1.1914,1.1857,1.1888
1.18839,1.1927,1.1817,1.1888
1.1886,1.1962,1.1838,1.1857
1.1859,1.1879,1.1838,1.1872
1.1851,1.1871,1.1755,1.1757
1.1755,1.1767,1.1684,1.1693
1.1695,1.1767,1.16399,1.1659
1.1654,1.17209,1.1596,1.1599
1.1595,1.1672,1.1595,1.163
1.1635,1.1728,1.1628,1.16819
1.1687,1.1719,1.161,1.1627
1.1628,1.1635,1.1512,1.1534
